row_id,client_ip,datetime,method,request,status_code,size,user_agent,referer_present(YorN)
0,54.36.149.41,01/22/2019 03:56:14,GET,/filter/27|1320D985DAAFD8A7D9BEDB8CDAA9D8B3D98427|DAA9D985D8AAD8B120D8A7D8B220520D985DAAFD8A7D9BEDB8CDAA9D8B3D984p53,200,29.86,Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/),N
1,31.56.96.51,01/22/2019 03:56:16,GET,/image/60844/productModel/200x200,200,5.53,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
2,31.56.96.51,01/22/2019 03:56:16,GET,/image/61474/productModel/200x200,200,5.25,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
3,40.77.167.129,01/22/2019 03:56:17,GET,/image/14925/productModel/100x100,200,1.66,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
4,91.99.72.15,01/22/2019 03:56:17,GET,/product/31893/62100/D8B3D8B4D988D8A7D8B1D8AED8A7D986DAAFDB8CD9BED8B1D986D8B3D984DB8CD985D8AFD984PR257AT,200,40.51,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0)Gecko/16.0 Firefox/16.0,N
5,40.77.167.129,01/22/2019 03:56:17,GET,/image/23488/productModel/150x150,200,2.59,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
6,40.77.167.129,01/22/2019 03:56:18,GET,/image/45437/productModel/150x150,200,3.6,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
7,40.77.167.129,01/22/2019 03:56:18,GET,/image/576/article/100x100,200,14.43,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
8,66.249.66.194,01/22/2019 03:56:18,GET,/filter/b41b665c1507CD8A8D8AED8A7D8B1D9BED8B2p56,200,33.47,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
9,40.77.167.129,01/22/2019 03:56:18,GET,/image/57710/productModel/100x100,200,1.66,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
10,207.46.13.136,01/22/2019 03:56:18,GET,/product/10214,200,38.75,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
11,40.77.167.129,01/22/2019 03:56:19,GET,/image/578/article/100x100,200,9.6,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
12,178.253.33.51,01/22/2019 03:56:19,GET,/m/product/32574/62991/D985D8A7D8B4DB8CD986D8A7D8B5D984D8A7D8ADD8B5D988D8B1D8AAD9BED8B1D986D8B3D984DB8CD985D8AFD984PR465AT,200,19.93,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
13,40.77.167.129,01/22/2019 03:56:19,GET,/image/6229/productModel/100x100,200,1.75,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
14,91.99.72.15,01/22/2019 03:56:19,GET,/product/10075/13903/D985D8A7DB8CDAA9D8B1D988D981D8B1D8B1D988D985DB8CD8B2DB8CD8B3D8A7D985D8B3D988D986DAAFD985D8AFD984CE288,200,40.75,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",N
15,40.77.167.129,01/22/2019 03:56:19,GET,/image/6229/productModel/150x150,200,2.67,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
16,207.46.13.136,01/22/2019 03:56:19,GET,/product/14926,404,32.83,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
17,40.77.167.129,01/22/2019 03:56:19,GET,/image/6248/productModel/150x150,200,2.72,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
18,40.77.167.129,01/22/2019 03:56:20,GET,/image/64815/productModel/150x150,200,3.4,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
19,66.249.66.194,01/22/2019 03:56:20,GET,/m/filter/b2p6,200,19.0,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
20,91.99.72.15,01/22/2019 03:56:20,GET,/product/32798/63266/DB8CD8AEDA86D8A7D984D981D8B1DB8CD8B2D8B1D8B3DB8CD986D8ACD8B1D985D8AFD984pearlSR7,200,39.31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",N
21,178.253.33.51,01/22/2019 03:56:20,GET,/settings/logo,200,4.02,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
22,66.249.66.91,01/22/2019 03:56:20,GET,/filter/b8742Cb322Cb632Cb992Cb1262Cb8202Cb2492Cb32Cb1482Cb7242Cb6132Cb1832Cb2132Cb4842Cb2242Cb7342Cb202Cb952Cb5422Cb2122Cb4852Cb5232Cb2212Cb1182Cb1862Cb67?page=4,200,38.73,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
23,31.56.96.51,01/22/2019 03:56:20,GET,/image/60819/productModel/200x200,200,7.0,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
24,31.56.96.51,01/22/2019 03:56:20,GET,/image/60847/productModel/200x200,200,5.53,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
25,178.253.33.51,01/22/2019 03:56:21,GET,/image/32574?name=pr465at.jpg&wh=max,200,28.15,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
26,5.78.198.52,01/22/2019 03:56:21,GET,/m/product/33978/64784/DAAFD988D8B4DB8CD985D988D8A8D8A7DB8CD984D8B3D8A7D985D8B3D988D986DAAFD985D8AFD984GalaxyA928201829Dual128GB28SMA92029,200,21.42,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
27,178.253.33.51,01/22/2019 03:56:21,GET,/image/32574?name=pr465at3.jpg&wh=max,200,23.44,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
28,207.46.13.136,01/22/2019 03:56:21,GET,/product/30649?model=60398,200,40.23,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
29,91.99.72.15,01/22/2019 03:56:21,GET,/product/7793/9663/D985D8A7DB8CDAA9D8B1D988D981D8B1D8B1D988D985DB8CD8B2DB8CD8B3D8A7D985D8B3D988D986DAAFD985D8AFD984ME201,200,39.93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",N
30,5.78.198.52,01/22/2019 03:56:22,GET,/settings/logo,200,4.02,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
31,66.249.66.194,01/22/2019 03:56:22,GET,/m/browse/gasheater/D8A8D8AED8A7D8B1DB8CDAAFD8A7D8B2DB8C,200,18.71,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
32,66.249.66.194,01/22/2019 03:56:22,GET,/m/article/608/D8B9D984D8AAD8B5D8AFD8A7D8AFD8A7D8AFD986DAAFD8B1D8AFD986D988D8AFD8B1D985D8A7D986D8A2D986,200,20.3,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
33,34.247.132.53,01/22/2019 03:56:22,GET,/,200,28.92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",N
34,54.36.149.70,01/22/2019 03:56:22,GET,/filter/b215b400p5686v1|D8B3D981DB8CD8AF20D8A8D986D981D8B4.,200,29.95,Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/),N
35,2.177.12.140,01/22/2019 03:56:22,GET,/image/61821/productModel/150x150,200,5.87,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
36,2.177.12.140,01/22/2019 03:56:22,GET,/image/64500/productModel/150x150,200,4.78,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
37,2.177.12.140,01/22/2019 03:56:22,GET,/image/64643/productModel/150x150,200,5.18,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
38,178.253.33.51,01/22/2019 03:56:23,GET,/image/32574?name=pr465at1.jpg&wh=max,200,45.97,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
39,66.249.66.194,01/22/2019 03:56:23,GET,/product/81900,404,31.52,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
40,2.177.12.140,01/22/2019 03:56:23,GET,/image/32703/productType/120x90,200,12.99,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
41,2.177.12.140,01/22/2019 03:56:23,GET,/image/66/productType/120x90,200,10.59,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
42,178.253.33.51,01/22/2019 03:56:24,GET,/image/32574?name=pr465at2.jpg&wh=max,200,45.71,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",Y
43,2.177.12.140,01/22/2019 03:56:24,GET,/static/images/amp/blog.png,200,3.77,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
44,2.177.12.140,01/22/2019 03:56:24,GET,/static/images/amp/instagram.png,200,6.98,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
45,2.177.12.140,01/22/2019 03:56:24,GET,/static/images/amp/telegram.png,200,4.75,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
46,66.249.66.91,01/22/2019 03:56:24,GET,/image/63014/productModel/100x100,200,2.51,Googlebot-Image/1.0,N
47,2.177.12.140,01/22/2019 03:56:25,GET,/static/images/amp/thirdparty/footermobile.png,200,61.42,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
48,2.177.12.140,01/22/2019 03:56:25,GET,/image/33618/productType/120x90,200,10.44,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
49,2.177.12.140,01/22/2019 03:56:25,GET,/image/64272/productModel/150x150,200,3.68,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
50,2.177.12.140,01/22/2019 03:56:26,GET,/image/64648/productModel/150x150,200,5.89,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
51,5.78.198.52,01/22/2019 03:56:26,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
52,2.177.12.140,01/22/2019 03:56:26,GET,/image/33419/productType/120x90,200,5.22,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
53,66.249.66.91,01/22/2019 03:56:27,GET,/filter/b6562Cb7032Cb672Cb2262Cb412Cb5982Cb1682Cb7232Cb5972Cb882Cb5482Cb62Cb6792Cb2152Cb1052Cb1942Cb742Cb5422Cb352Cb1132Cb8202Cb5742Cb4422Cb8802Cb6452Cb7242Cb1182Cb4822Cb4002Cb952Cb1352Cb2492Cb4352Cb2212Cb5232Cb8542Cb1262Cstexists2Cb2162Cb2172Cb1522Cb992Cb1882Cb2092Cb1922Cb2132Cb1362Cb2182Cb42Cb6482Cb4542Cb2582Cb2702Cb180?page=40,200,40.26,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
54,66.249.66.91,01/22/2019 03:56:27,GET,/image/26027?name=deuter076052349211zoom.jpg&wh=200x200,200,6.49,Googlebot-Image/1.0,N
55,5.78.198.52,01/22/2019 03:56:27,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
56,89.199.193.251,01/22/2019 03:56:27,GET,/image/33888?name=modelb2048u1.jpg&wh=200x200,200,3.88,torob/5 CFNetwork/976 Darwin/18.2.0,N
57,66.111.54.249,01/22/2019 03:56:27,GET,/m/filter/b12Cp1?page=1,200,20.71,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
58,66.249.66.194,01/22/2019 03:56:28,GET,/m/filter/b105b113b118b126b135b136b152b168b180b188b192b194b209b213b215b216b217b218b221b226b249b258b270b35b4b400b41b435b442b454b482b523b542b548b574b597b598b6b645b648b656b67b679b703b723b724b74b820b854b88b880b95b99stexists,200,26.23,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
59,5.78.198.52,01/22/2019 03:56:28,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
60,207.46.13.115,01/22/2019 03:56:29,GET,/image/45443/productModel/150x150,200,2.82,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
61,207.46.13.115,01/22/2019 03:56:29,GET,/image/46131/productModel/100x100,200,1.93,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
62,5.78.198.52,01/22/2019 03:56:29,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
63,66.111.54.249,01/22/2019 03:56:29,GET,/static/images/guarantees/goodShopping.png,200,6.34,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
64,66.111.54.249,01/22/2019 03:56:29,GET,/static/images/guarantees/warranty.png,200,5.67,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
65,66.111.54.249,01/22/2019 03:56:29,GET,/static/images/guarantees/support.png,200,6.3,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
66,66.111.54.249,01/22/2019 03:56:29,GET,/static/images/guarantees/bestPrice.png,200,7.18,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
67,173.249.54.67,01/22/2019 03:56:29,GET,/image/32757?name=ebx414.jpg&wh=200x200,200,3.67,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),N
68,5.112.52.254,01/22/2019 03:56:29,GET,/image/1221?name=rs12w.jpg&wh=200x200,200,2.79,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-J530F Build/M1AJQ),N
69,66.111.54.249,01/22/2019 03:56:29,GET,/static/css/font/wyekan/font.woff,200,27.87,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
70,5.112.52.254,01/22/2019 03:56:29,GET,/image/32837?name=des36001111.jpg&wh=200x200,200,3.25,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-J530F Build/M1AJQ),N
71,207.46.13.115,01/22/2019 03:56:29,GET,/image/553/article/100x100,200,10.97,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
72,66.111.54.249,01/22/2019 03:56:29,GET,/static/images/guarantees/fastDelivery.png,200,7.53,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",Y
73,66.249.66.194,01/22/2019 03:56:29,GET,/product/4057/47/78306,200,40.43,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
74,173.249.54.67,01/22/2019 03:56:30,GET,/image/28893?name=1450677370thumb.jpg&wh=200x200,200,3.77,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),N
75,207.46.13.115,01/22/2019 03:56:30,GET,/image/6239/productModel/100x100,200,1.76,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
76,207.46.13.115,01/22/2019 03:56:30,GET,/image/6239/productModel/150x150,200,2.67,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
77,5.78.198.52,01/22/2019 03:56:30,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.38,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
78,173.249.54.67,01/22/2019 03:56:30,GET,/image/32745?name=ms50614.jpg&wh=200x200,200,3.81,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),N
79,66.249.66.91,01/22/2019 03:56:30,GET,/filter/b4812Cb432Cb8742Cb322Cb672Cb362Cb2262Cb412Cb1362Cb5702Cb1802Cb6152Cb1682Cb6482Cb1032Cb1482Cb802Cb5972Cb7242Cb6132Cb52Cb1352Cb8772Cb1942Cb12Cb2562Cb8542Cb1982Cb6562Cb6792Cb32Cb2022Cb202Cb5422Cb7232Cb4822Cb2122Cb22Cb5462Cb2182Cb4412Cb5232Cb4842Cb2612Cb2192Cb113?page=195,200,38.74,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
80,207.46.13.115,01/22/2019 03:56:31,GET,/image/6246/productModel/150x150,200,2.75,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
81,5.211.97.39,01/22/2019 03:56:31,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",Y
82,66.249.66.91,01/22/2019 03:56:31,GET,/filter/b4812Cb8742Cb2262Cb5702Cb5982Cstexists2Cb8802Cb2702Cb8832Cb992Cb2612Cb2492Cb202Cb7012Cb7232Cb1982Cb352Cb5482Cb1832Cb1032Cb12Cb1262Cb5232Cb1922Cb8902Cb2362Cb2562Cb742Cb2092Cb6512Cb412Cb2022Cb6472Cb6132Cb2382Cb62Cb362Cb502Cb32Cb2162Cb2182Cb952Cb8822Cb1862Cb322Cb1942Cb1882Cb7952Cb672Cb2312Cb5732Cb5422Cb5962Cb2152Cb6192Cb1252Cb258?page=1,200,40.36,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),N
83,173.249.54.67,01/22/2019 03:56:31,GET,/image/32756?name=ebx0511.jpg&wh=200x200,200,3.06,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),N
84,31.56.96.51,01/22/2019 03:56:32,GET,/static/images/amp/instagram.png,200,6.98,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
85,31.56.96.51,01/22/2019 03:56:32,GET,/static/images/amp/telegram.png,200,4.75,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
86,31.56.96.51,01/22/2019 03:56:32,GET,/static/images/amp/blog.png,200,3.77,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",Y
87,207.46.13.115,01/22/2019 03:56:32,GET,/image/6471/productModel/100x100,200,1.96,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),N
88,5.78.198.52,01/22/2019 03:56:32,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
89,2.179.141.98,01/22/2019 03:56:32,POST,/ajaxFilter/p65b1?page=1,200,5.28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",Y
90,2.179.141.98,01/22/2019 03:56:32,GET,/static/js/accordion.js?_=1548117035128,200,0.25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",Y
91,5.78.198.52,01/22/2019 03:56:33,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.17,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
92,91.99.72.15,01/22/2019 03:56:34,GET,/product/29080?model=58289,200,40.34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",N
93,5.78.198.52,01/22/2019 03:56:34,POST,/m/updateVariation?__amp_source_origin=https3A2F2Fwww.zanbil.ir,200,0.38,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Y
94,54.36.148.87,01/22/2019 03:56:34,GET,/filter/p652Cv17CD986D982D8B1D98720D8A7DB8C.2C63157CD8AAD8AED8AA202820Flat2029?o=6315,302,0.0,Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/),N
95,17.58.102.43,01/22/2019 03:56:35,GET,/filter/b5712Cb2882Cb702Cb572Cb62Cb3552Cb4852Cb872Cb5512Cb148,200,36.87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)",N
96,91.99.72.15,01/22/2019 03:56:35,GET,/product/30472/60169/D8B9D8B7D8B1D988D8A7D8AFDAA9D984D986D8B2D986D8A7D986D987D8AFDB8CD988D8B1D985D8AFD984PoisonGirl,200,41.25,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0)Gecko/16.0 Firefox/16.0,N
97,66.249.66.194,01/22/2019 03:56:35,GET,/m/product/17369/48780/DB8CD8AEDA86D8A7D984D981D8B1DB8CD8B2D8B1DA86D987D8A7D8B1D8AFD8B1D8A8D987D8A7DB8CD8B3D986D8B3D985D8AFD984RQ56WC4SAB,200,20.37,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
98,66.249.66.194,01/22/2019 03:56:35,GET,/m/filter/b1b103b126b136b143b148b183b185b188b192b198b20b202b216b218b221b226b236b249b256b261b270b3b308b32b36b4b41b42b43b441b454b481b484b523b548b570b573b598b6b613b614b63b647b651b701b703b874b879b88b880b883b890b900b903b99stexists,200,26.64,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",N
99,2.177.12.140,01/22/2019 03:56:36,GET,/image/62423/productModel/150x150,200,4.8,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Y
